LeadID,city,ConvertedDate,Closed Date,Stage,Stage
00Q4wx1231Q4WDt,Lake Park town,19-Jul-21,1-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Bellair-Meadowbrook Terrace,15-Aug-21,3-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Citrus Springs,15-Jan-21,22-Dec-21,Canceled,
00Q4wx1231Q4WDt,New Port Richey city,15-Jul-21,1-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Hernando,8-Dec-20,21-Sep-21,Quote,
00Q4wx1231Q4WDt,Punta Gorda city,16-Jun-21,23-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,Gretna city,26-Dec-20,14-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,St. Marks city,24-Jan-21,31-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Highland Beach town,9-Jan-21,9-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Connerton,4-Apr-21,23-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Lady Lake town,10-Dec-20,18-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Pine Island,7-Jul-21,24-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Tice,5-Aug-21,10-Sep-21,Canceled,
00Q4wx1231Q4WDt,Bradley Junction,6-Apr-21,7-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Babson Park,21-Jul-21,1-Dec-21,Quote,
00Q4wx1231Q4WDt,Clearwater city,24-Dec-20,16-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Astatula town,5-Jul-21,3-Nov-21,Quote,
00Q4wx1231Q4WDt,Bay Lake city,16-Dec-20,3-Dec-21,Quote,
00Q4wx1231Q4WDt,Panacea,3-Mar-21,4-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Fellsmere city,26-Aug-21,15-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Carrollwood,17-Jul-21,14-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Oriole Beach,22-Jun-21,27-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Southchase,7-Jul-21,26-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,West DeLand,26-Aug-21,1-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Villano Beach,4-Jul-21,9-Nov-21,Visit,
00Q4wx1231Q4WDt,Malone town,20-Apr-21,16-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Palm River-Clair Mel,14-Mar-21,20-Sep-21,Quote,
00Q4wx1231Q4WDt,Highland Park village,17-Jun-21,15-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,LaBelle city,15-Apr-21,8-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Palm Beach Shores town,5-Dec-20,20-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Gladeview,16-Jun-21,8-Dec-21,Quote,
00Q4wx1231Q4WDt,Harlem,2-Mar-21,19-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,Wewahitchka city,15-Apr-21,9-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Clearwater city,21-Aug-21,30-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Springfield city,4-Jul-21,13-Nov-21,Quote,
00Q4wx1231Q4WDt,Palm Shores town,5-Mar-21,19-Sep-21,Visit,
00Q4wx1231Q4WDt,Palmona Park,10-Apr-21,16-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Wacissa,17-Apr-21,1-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Sebastian city,31-Mar-21,1-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,West Samoset,14-Jan-21,20-Nov-21,Canceled,
00Q4wx1231Q4WDt,Asbury Lake,6-Jun-21,29-Dec-21,Visit,
00Q4wx1231Q4WDt,Penney Farms town,21-Jul-21,6-Nov-21,Visit,
00Q4wx1231Q4WDt,Ormond Beach city,7-May-21,19-Sep-21,Quote,
00Q4wx1231Q4WDt,North Redington Beach town,23-Jun-21,27-Oct-21,Visit,
00Q4wx1231Q4WDt,Florida Ridge,16-Mar-21,8-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Goodland,18-Jan-21,24-Sep-21,Quote,
00Q4wx1231Q4WDt,Samsula-Spruce Creek,24-Jun-21,9-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Elfers,28-Apr-21,26-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Bayshore Gardens,9-Mar-21,8-Nov-21,Quote,
00Q4wx1231Q4WDt,Indian Rocks Beach city,8-Feb-21,13-Sep-21,Visit,
00Q4wx1231Q4WDt,Nocatee,27-Mar-21,23-Oct-21,Visit,
00Q4wx1231Q4WDt,West Vero Corridor,11-Mar-21,13-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,De Funiak Springs city,20-Jan-21,24-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Zephyrhills North,13-Jan-21,25-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,St. Augustine Shores,10-Jul-21,4-Dec-21,Visit,
00Q4wx1231Q4WDt,Leisure City,10-Apr-21,19-Sep-21,Canceled,
00Q4wx1231Q4WDt,Cottondale town,21-Mar-21,19-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,South Bradenton,15-Apr-21,7-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Mangonia Park town,26-Mar-21,6-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Roosevelt Gardens,25-Aug-21,28-Oct-21,Quote,
00Q4wx1231Q4WDt,Meadow Woods,29-Jan-21,1-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Wallace,23-Jul-21,18-Nov-21,Canceled,
00Q4wx1231Q4WDt,Horseshoe Beach town,9-Jun-21,20-Nov-21,Canceled,
00Q4wx1231Q4WDt,Welaka town,26-Feb-21,18-Dec-21,Canceled,
00Q4wx1231Q4WDt,San Castle,18-Jul-21,12-Oct-21,Quote,
00Q4wx1231Q4WDt,Woodlawn Beach,26-Feb-21,26-Sep-21,Visit,
00Q4wx1231Q4WDt,Apopka city,12-Jul-21,11-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Pahokee city,9-Dec-20,3-Dec-21,Quote,
00Q4wx1231Q4WDt,Fern Park,29-Jul-21,22-Dec-21,Quote,
00Q4wx1231Q4WDt,Golf village,24-Jan-21,24-Oct-21,Quote,
00Q4wx1231Q4WDt,Molino,29-Jul-21,26-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Seville,4-Jun-21,6-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Ocean Ridge town,22-Aug-21,23-Oct-21,Quote,
00Q4wx1231Q4WDt,Trenton city,5-Feb-21,18-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Lacoochee,3-Jul-21,10-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Melbourne city,14-Jan-21,12-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Lake Park town,23-Apr-21,29-Nov-21,Visit,
00Q4wx1231Q4WDt,Inverness Highlands South,26-Mar-21,1-Nov-21,Quote,
00Q4wx1231Q4WDt,Weeki Wachee Gardens,27-Apr-21,25-Sep-21,Quote,
00Q4wx1231Q4WDt,Floral City,24-Aug-21,26-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Palm River-Clair Mel,20-Jul-21,9-Dec-21,Visit,
00Q4wx1231Q4WDt,Campbell,23-Dec-20,3-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Harold,17-Apr-21,2-Sep-21,Canceled,
00Q4wx1231Q4WDt,Tildenville,16-May-21,28-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Crescent Beach,12-Feb-21,20-Nov-21,Quote,
00Q4wx1231Q4WDt,Doral city,18-Feb-21,2-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Waukeenah,21-Mar-21,5-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Richmond Heights,16-Aug-21,12-Sep-21,Canceled,
00Q4wx1231Q4WDt,North Brooksville,18-Apr-21,13-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,South Patrick Shores,29-Jan-21,22-Dec-21,Canceled,
00Q4wx1231Q4WDt,Yulee,12-May-21,16-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,West Palm Beach city,5-Aug-21,13-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Tildenville,27-Aug-21,22-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Fidelis,18-Dec-20,8-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Medley town,14-Jan-21,1-Oct-21,Quote,
00Q4wx1231Q4WDt,Tarpon Springs city,9-Feb-21,19-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Gulf Gate Estates,15-May-21,20-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Bronson town,13-May-21,24-Sep-21,Quote,
00Q4wx1231Q4WDt,Yulee,3-Jul-21,21-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,Fish Hawk,25-May-21,6-Oct-21,Canceled,
00Q4wx1231Q4WDt,Bayport,18-Jul-21,25-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Jupiter Island town,24-May-21,25-Dec-21,Canceled,
00Q4wx1231Q4WDt,Milton city,26-Apr-21,21-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Hernando Beach,15-Jun-21,7-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Taylor Creek,14-Jun-21,1-Nov-21,Visit,
00Q4wx1231Q4WDt,Cypress Gardens,15-Apr-21,21-Oct-21,Visit,
00Q4wx1231Q4WDt,Belleair Bluffs city,1-Jul-21,9-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Washington Park,28-Aug-21,26-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Pine Island Center,14-Apr-21,22-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Lake Hamilton town,8-Aug-21,8-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Oviedo city,10-Jul-21,9-Nov-21,Canceled,
00Q4wx1231Q4WDt,Cabana Colony,12-Aug-21,17-Dec-21,Canceled,
00Q4wx1231Q4WDt,Cross City town,25-Dec-20,4-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Brownsville,16-Apr-21,7-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Golden Gate,22-Dec-20,27-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,New Port Richey city,25-Jun-21,25-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Gotha,2-Feb-21,12-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,The Villages,29-Aug-21,7-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Palm Bay city,6-Aug-21,9-Dec-21,Canceled,
00Q4wx1231Q4WDt,Bartow city,13-May-21,4-Oct-21,Quote,
00Q4wx1231Q4WDt,Fort White town,11-Mar-21,14-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Miami Lakes town,12-Feb-21,26-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,St. Lucie Village town,10-Aug-21,5-Oct-21,Visit,
00Q4wx1231Q4WDt,Moore Haven city,9-Aug-21,1-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Keystone,25-Feb-21,29-Nov-21,Canceled,
00Q4wx1231Q4WDt,Burnt Store Marina,12-Mar-21,27-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Windsor,22-Jan-21,15-Nov-21,Canceled,
00Q4wx1231Q4WDt,Dickerson City,24-Dec-20,30-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Lakewood Gardens,9-Jan-21,11-Sep-21,Quote,
00Q4wx1231Q4WDt,Bowling Green city,25-Jul-21,8-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Oakland town,21-Jan-21,20-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Grand Ridge town,27-Aug-21,11-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Hypoluxo town,31-Jul-21,27-Nov-21,Quote,
00Q4wx1231Q4WDt,Osprey,28-May-21,8-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,University,15-Dec-20,1-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Key Vista,11-Jul-21,4-Nov-21,Quote,
00Q4wx1231Q4WDt,Altha town,1-Feb-21,11-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,High Point,6-Jul-21,28-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Tamarac city,15-Dec-20,29-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,Manalapan town,25-Jan-21,2-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Tice,14-Dec-20,3-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Fort Pierce city,24-May-21,21-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Pembroke Park town,19-Mar-21,10-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Cortez,3-May-21,7-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Coral Gables city,30-Mar-21,31-Dec-21,Quote,
00Q4wx1231Q4WDt,Florida Ridge,29-Mar-21,5-Dec-21,Canceled,
00Q4wx1231Q4WDt,Holiday,27-May-21,5-Nov-21,Visit,
00Q4wx1231Q4WDt,Florida Ridge,25-Jul-21,13-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,Palm Beach Gardens city,20-Jan-21,6-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,St. Leo town,11-Mar-21,4-Sep-21,Visit,
00Q4wx1231Q4WDt,Golden Gate,10-Mar-21,13-Dec-21,Quote,
00Q4wx1231Q4WDt,Pine Lakes,19-Feb-21,19-Dec-21,Quote,
00Q4wx1231Q4WDt,Ormond-by-the-Sea,30-Aug-21,26-Oct-21,Canceled,
00Q4wx1231Q4WDt,Noma town,9-Dec-20,24-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Zellwood,13-Jul-21,25-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Ridge Manor,12-Jan-21,21-Nov-21,Closed Won,
00Q4wx1231Q4WDt,East Williston,28-Jun-21,5-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Aripeka,11-Jun-21,13-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Westwood Lakes,5-Jun-21,15-Sep-21,Quote,
00Q4wx1231Q4WDt,Waverly,11-Jun-21,23-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Hillcrest Heights town,7-Feb-21,9-Nov-21,Visit,
00Q4wx1231Q4WDt,Wabasso,14-Jul-21,11-Dec-21,Canceled,
00Q4wx1231Q4WDt,Charleston Park,10-Aug-21,7-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Tice,10-Feb-21,5-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Hillcrest Heights town,30-Dec-20,25-Oct-21,Visit,
00Q4wx1231Q4WDt,Monticello city,22-Jan-21,7-Sep-21,Quote,
00Q4wx1231Q4WDt,Malone town,16-Feb-21,29-Oct-21,Quote,
00Q4wx1231Q4WDt,Paxton town,21-Dec-20,8-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,Fort Meade city,24-Aug-21,1-Oct-21,Canceled,
00Q4wx1231Q4WDt,DeLand city,10-Dec-20,28-Nov-21,Quote,
00Q4wx1231Q4WDt,Bronson town,10-Jan-21,14-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Astatula town,8-Aug-21,5-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Miami Gardens city,13-Jul-21,25-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Fort Lauderdale city,30-Jul-21,6-Sep-21,Visit,
00Q4wx1231Q4WDt,Port Richey city,17-Jun-21,29-Nov-21,Visit,
00Q4wx1231Q4WDt,Celebration,4-Aug-21,29-Nov-21,Quote,
00Q4wx1231Q4WDt,Lake Butler,17-Mar-21,31-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Fort Myers Shores,11-Jan-21,16-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Gun Club Estates,19-May-21,28-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Cocoa city,5-Aug-21,12-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,River Ridge,25-Jul-21,5-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Floridatown,10-Dec-20,29-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Fort Green,12-Aug-21,9-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Three Oaks,29-Dec-20,23-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Callahan town,17-Dec-20,26-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Union Park,29-Mar-21,18-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Big Coppitt Key,7-Dec-20,10-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Asbury Lake,16-Feb-21,7-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Flagler Estates,11-Jun-21,20-Sep-21,Canceled,
00Q4wx1231Q4WDt,Cape Canaveral city,6-Jan-21,4-Dec-21,Canceled,
00Q4wx1231Q4WDt,Palm City,7-Feb-21,20-Sep-21,Canceled,
00Q4wx1231Q4WDt,Okeechobee city,27-May-21,29-Dec-21,Canceled,
00Q4wx1231Q4WDt,Homestead city,18-Mar-21,23-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Sky Lake,14-Jun-21,28-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Wiscon,5-Aug-21,10-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Grand Ridge town,16-Feb-21,18-Dec-21,Closed Won,
00Q4wx1231Q4WDt,South Sarasota,7-Feb-21,28-Oct-21,Canceled,
00Q4wx1231Q4WDt,Fort Meade city,3-Mar-21,23-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Fort Myers Shores,6-Dec-20,30-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Noma town,17-Mar-21,13-Sep-21,Quote,
00Q4wx1231Q4WDt,Fort Green,17-Aug-21,29-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Sumatra,15-Jun-21,28-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Jennings town,20-Dec-20,31-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Center Hill city,7-May-21,11-Dec-21,Canceled,
00Q4wx1231Q4WDt,Inwood,12-Aug-21,26-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Lawtey city,29-Dec-20,20-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Leisure City,9-Jul-21,27-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Franklin Park,7-Apr-21,4-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Treasure Island city,11-Aug-21,8-Nov-21,Canceled,
00Q4wx1231Q4WDt,Fort Myers Shores,27-Apr-21,16-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Roseland,25-May-21,8-Dec-21,Quote,
00Q4wx1231Q4WDt,Neptune Beach city,22-Jun-21,8-Sep-21,Quote,
00Q4wx1231Q4WDt,Neptune Beach city,6-Apr-21,9-Sep-21,Canceled,
00Q4wx1231Q4WDt,Micco,16-Mar-21,26-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,North Miami city,15-Jul-21,4-Oct-21,Canceled,
00Q4wx1231Q4WDt,Jupiter town,12-Jun-21,30-Oct-21,Visit,
00Q4wx1231Q4WDt,Lake Buena Vista city,29-Jun-21,14-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Seminole city,25-Jun-21,19-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Miami city,15-Mar-21,11-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Heritage Pines,20-Dec-20,29-Nov-21,Quote,
00Q4wx1231Q4WDt,Eglin AFB,10-Jan-21,1-Jan-22,Closed Lost,
00Q4wx1231Q4WDt,Lakewood Park,24-Jan-21,3-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Stuart city,24-Dec-20,6-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Montverde town,9-Feb-21,11-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,East Palatka,11-Apr-21,14-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Washington Park,6-Jan-21,28-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Webster city,28-Aug-21,30-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Munson,12-Dec-20,26-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Chipley city,25-May-21,19-Sep-21,Canceled,
00Q4wx1231Q4WDt,Reddick town,10-Feb-21,23-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Waukeenah,5-Apr-21,27-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Aventura city,27-Feb-21,30-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Wausau town,25-Feb-21,5-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Woodlawn Beach,16-May-21,6-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Harlem,8-Jun-21,8-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Freeport city,1-Aug-21,13-Dec-21,Visit,
00Q4wx1231Q4WDt,Goldenrod,23-Aug-21,15-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Sky Lake,2-Jan-21,23-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Cutler Bay town,28-Jun-21,2-Dec-21,Canceled,
00Q4wx1231Q4WDt,Ridgecrest,2-Aug-21,14-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Sanford city,13-Dec-20,27-Oct-21,Visit,
00Q4wx1231Q4WDt,Cape Canaveral city,29-Jan-21,21-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Oakland Park city,13-Jan-21,30-Oct-21,Quote,
00Q4wx1231Q4WDt,Berrydale,27-Jul-21,23-Dec-21,Quote,
00Q4wx1231Q4WDt,Watergate,9-Aug-21,16-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Callaway city,5-Jul-21,8-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Roeville,17-Jul-21,31-Oct-21,Quote,
00Q4wx1231Q4WDt,South Venice,9-Mar-21,15-Nov-21,Canceled,
00Q4wx1231Q4WDt,Interlachen town,17-Jan-21,14-Nov-21,Visit,
00Q4wx1231Q4WDt,Blountstown city,11-Jan-21,26-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Southgate,28-Jun-21,28-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Burnt Store Marina,20-Aug-21,17-Sep-21,Canceled,
00Q4wx1231Q4WDt,Midway city,7-Jul-21,10-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Day,30-Aug-21,28-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Ocoee city,28-Dec-20,5-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,East Lake,16-Jun-21,21-Dec-21,Canceled,
00Q4wx1231Q4WDt,East Palatka,23-Jul-21,15-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Bartow city,18-Jan-21,12-Dec-21,Quote,
00Q4wx1231Q4WDt,Live Oak city,5-Mar-21,29-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,East Milton,29-Jan-21,27-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Roseland,11-May-21,11-Oct-21,Quote,
00Q4wx1231Q4WDt,Lemon Grove,15-Apr-21,6-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Ferry Pass,5-Aug-21,12-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Highland Park village,23-Apr-21,25-Oct-21,Quote,
00Q4wx1231Q4WDt,North Lauderdale city,20-Feb-21,1-Dec-21,Visit,
00Q4wx1231Q4WDt,Middleburg,3-Feb-21,29-Dec-21,Canceled,
00Q4wx1231Q4WDt,North Redington Beach town,18-Jul-21,29-Sep-21,Visit,
00Q4wx1231Q4WDt,Port St. Lucie city,1-Apr-21,7-Dec-21,Quote,
00Q4wx1231Q4WDt,Otter Creek town,23-Dec-20,23-Sep-21,Closed Won,
00Q4wx1231Q4WDt,North Port city,6-Jun-21,25-Oct-21,Visit,
00Q4wx1231Q4WDt,Citrus Springs,17-Jun-21,19-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Tavares city,28-May-21,12-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Riviera Beach city,27-Jul-21,27-Nov-21,Visit,
00Q4wx1231Q4WDt,Buckhead Ridge,14-Jun-21,27-Dec-21,Canceled,
00Q4wx1231Q4WDt,Cinco Bayou town,11-Apr-21,17-Sep-21,Canceled,
00Q4wx1231Q4WDt,North Brooksville,4-Jun-21,17-Oct-21,Visit,
00Q4wx1231Q4WDt,Lutz,25-Feb-21,22-Dec-21,Visit,
00Q4wx1231Q4WDt,South Daytona city,24-Aug-21,29-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Clearwater city,14-May-21,5-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Iona,15-Jun-21,16-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,Wildwood city,15-Feb-21,21-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Zephyrhills West,14-Jun-21,2-Oct-21,Quote,
00Q4wx1231Q4WDt,Rotonda,25-Jun-21,23-Sep-21,Quote,
00Q4wx1231Q4WDt,Punta Rassa,6-Dec-20,2-Sep-21,Canceled,
00Q4wx1231Q4WDt,Chiefland city,27-Mar-21,2-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Viera West,27-Feb-21,21-Oct-21,Quote,
00Q4wx1231Q4WDt,#REF!,14-Aug-21,15-Oct-21,Quote,
00Q4wx1231Q4WDt,North Weeki Wachee,17-Mar-21,31-Oct-21,Quote,
00Q4wx1231Q4WDt,Iona,13-Jun-21,6-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Lutz,30-May-21,26-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Cape Coral city,4-Aug-21,1-Nov-21,Canceled,
00Q4wx1231Q4WDt,Redington Shores town,29-Jul-21,13-Dec-21,Quote,
00Q4wx1231Q4WDt,Mount Carmel,2-Feb-21,26-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Floridatown,18-Jan-21,20-Oct-21,Canceled,
00Q4wx1231Q4WDt,Medulla,3-May-21,8-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Immokalee,10-Feb-21,11-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Limestone Creek,29-Dec-20,4-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Weeki Wachee Gardens,26-Jul-21,6-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Dixonville,14-May-21,25-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Quail Ridge,4-Dec-20,8-Oct-21,Canceled,
00Q4wx1231Q4WDt,Nocatee,14-Feb-21,12-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Monticello city,18-Jul-21,11-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Callahan town,8-Jan-21,3-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Fruitville,30-May-21,24-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Zephyrhills South,24-May-21,28-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Mayo town,11-Feb-21,18-Dec-21,Closed Won,
